transaction_id,user_id,transaction_date,amount,merchant,category,payment_method,location
T54570922,U79504,21/08/2025,271,Spotify,Rent,Bank Transfer,Birmingham
T39212044,U63673,17/02/2025,397.08,Netflix,Dining Out,Credit Card,Liverpool
T94832205,U95050,04/01/2025,67.25,McDonalds,Education,Bank Transfer,Sheffield
T22452861,U26753,08/03/2025,279.44,Spotify,Utilities,UPI,Manchester
T71459953,U43697,09/03/2025,486.78,McDonalds,Miscellaneous,Credit Card,Manchester
T53144908,U19728,19/05/2025,31.53,Asda,Entertainment,Debit Card,Sheffield
T28693187,U89842,14/09/2025,266.03,Spotify,Entertainment,Bank Transfer,Manchester
T72795308,U15052,30/06/2025,104.57,Spotify,Utilities,UPI,Coventry
T76693027,U31710,26/06/2025,468.66,Boots,Transport,Credit Card,Birmingham
T64197990,U33364,14/12/2024,485.7,Amazon,Healthcare,Credit Card,Birmingham
T34037309,U53517,18/08/2025,407.98,McDonalds,Miscellaneous,Cash,Leeds
T77111919,U52768,27/01/2025,13.17,Spotify,Rent,Bank Transfer,Manchester
T66231953,U55865,01/08/2025,464.87,Boots,Dining Out,Credit Card,Manchester
T69166260,U98238,17/12/2024,200.17,Spotify,Groceries,Debit Card,Coventry
T57560047,U64634,17/02/2025,300.45,Netflix,Transport,Cash,Coventry
T87983685,U34284,25/07/2025,142.23,Spotify,Miscellaneous,Bank Transfer,Manchester
T97480457,U69060,06/03/2025,99.21,Tesco,Dining Out,Bank Transfer,Leeds
T87140171,U98162,07/10/2025,28.44,Spotify,Entertainment,Cash,London
T75812859,U47700,29/10/2024,414.54,Asda,Utilities,Bank Transfer,Manchester
T42469979,U70601,24/09/2025,161,Uber,Healthcare,UPI,London
T61424836,U32427,29/04/2025,434.4,Boots,Entertainment,Credit Card,Liverpool
T54777285,U63023,29/08/2025,364.17,Spotify,Entertainment,UPI,Manchester
T55889094,U74067,06/09/2025,420.69,Coursera,Utilities,Bank Transfer,Leeds
T20836266,U66798,02/11/2024,489.12,Amazon,Miscellaneous,Bank Transfer,Coventry
T45002499,U78380,13/04/2025,400.48,Boots,Utilities,Credit Card,Birmingham
T79110386,U32758,01/01/2025,163.13,Spotify,Groceries,Bank Transfer,Coventry
T99937272,U71595,08/07/2025,389.92,Tesco,Groceries,Debit Card,Manchester
T29520699,U48750,02/10/2025,487.35,Coursera,Miscellaneous,Debit Card,Manchester
T72477145,U46593,21/09/2025,410.41,Netflix,Transport,UPI,Coventry
T26278659,U89630,05/08/2025,374.4,Coursera,Entertainment,UPI,Manchester
T64199310,U57034,20/11/2024,391.81,Netflix,Groceries,Cash,Birmingham
T54927393,U28814,30/07/2025,17.43,Boots,Transport,UPI,Manchester
T96192204,U17787,10/05/2025,438.29,Tesco,Entertainment,Credit Card,Manchester
T48587884,U41483,22/10/2024,234.83,Tesco,Entertainment,Debit Card,Leeds
T60506581,U66749,03/07/2025,380.94,Amazon,Dining Out,UPI,Liverpool
T47173923,U21455,10/03/2025,20.27,Asda,Entertainment,Cash,Leeds
T50902487,U13938,07/06/2025,315.97,McDonalds,Transport,Debit Card,Coventry
T40794304,U82600,11/09/2025,347.47,Tesco,Transport,Credit Card,Birmingham
T63220478,U52095,13/12/2024,344.07,Boots,Entertainment,Cash,Manchester
T40359931,U58104,06/12/2024,431.98,McDonalds,Miscellaneous,Bank Transfer,Coventry
T82210098,U21965,16/03/2025,399.68,Uber,Miscellaneous,Debit Card,Glasgow
T44620801,U40057,27/01/2025,48.1,Spotify,Healthcare,Cash,Birmingham
T36835748,U72880,12/11/2024,492.82,Amazon,Healthcare,Debit Card,Sheffield
T37923883,U39149,18/07/2025,7.62,Uber,Entertainment,Bank Transfer,Birmingham
T58314341,U13548,30/10/2024,332.32,Boots,Groceries,Bank Transfer,Leeds
T55592182,U34152,25/04/2025,290.41,Local Market,Healthcare,Credit Card,Birmingham
T19397939,U54829,12/08/2025,283.4,Coursera,Entertainment,Debit Card,Birmingham
T50327454,U83992,26/08/2025,262.63,Asda,Miscellaneous,Credit Card,Birmingham
T89979710,U17206,08/01/2025,235.97,Boots,Education,Bank Transfer,Birmingham
T25790332,U35707,20/01/2025,292,Asda,Miscellaneous,UPI,London
T81936412,U13217,16/09/2025,333.86,Local Market,Utilities,Bank Transfer,Coventry
T19045769,U35703,08/04/2025,191.13,Spotify,Entertainment,Bank Transfer,Birmingham
T26379483,U31702,11/08/2025,486.7,Coursera,Dining Out,Credit Card,Sheffield
T82730010,U84178,17/12/2024,218.94,Netflix,Groceries,Bank Transfer,Birmingham
T44856281,U81232,04/04/2025,133.19,Asda,Dining Out,UPI,London
T21761081,U93890,11/03/2025,88.75,Boots,Transport,UPI,Glasgow
T76826975,U61060,02/04/2025,46.92,Uber,Utilities,UPI,Glasgow
T12059464,U96594,28/10/2024,92.64,Asda,Dining Out,Bank Transfer,Sheffield
T23172257,U28651,16/05/2025,264.36,Coursera,Healthcare,Debit Card,Liverpool
T40118941,U90833,15/08/2025,185.56,Local Market,Rent,Cash,Manchester
T12553541,U28583,14/01/2025,411.34,McDonalds,Groceries,Debit Card,Leeds
T71856295,U88893,02/12/2024,338.18,Asda,Groceries,Credit Card,Sheffield
T48242942,U51524,14/05/2025,122.66,Coursera,Miscellaneous,Debit Card,Sheffield
T42175843,U33057,02/02/2025,79.09,Amazon,Entertainment,Debit Card,Coventry
T18447309,U85035,11/03/2025,209.53,Asda,Transport,UPI,Glasgow
T40069269,U28626,19/01/2025,157,Amazon,Dining Out,Bank Transfer,Sheffield
T76473963,U74526,16/09/2025,221.73,Coursera,Rent,Debit Card,Sheffield
T65985590,U38595,29/09/2025,319.35,Asda,Dining Out,Cash,London
T85101048,U34428,29/05/2025,142.26,Coursera,Utilities,Cash,Birmingham
T53384697,U20200,19/09/2025,404.06,Amazon,Dining Out,Bank Transfer,London
T78819783,U72003,16/03/2025,406.67,McDonalds,Healthcare,Debit Card,Sheffield
T51285667,U37686,30/12/2024,85.57,Asda,Utilities,UPI,Leeds
T86498482,U42203,23/05/2025,361.29,Tesco,Rent,Cash,Leeds
T80389438,U96166,22/01/2025,366.98,Asda,Utilities,Bank Transfer,London
T88736673,U44676,30/11/2024,288.01,Uber,Education,Debit Card,Coventry
T55721842,U81158,20/10/2024,453.31,Coursera,Miscellaneous,Cash,Birmingham
T37074039,U84675,15/03/2025,365.2,Uber,Rent,Cash,Manchester
T10164270,U50996,14/01/2025,261.38,Asda,Dining Out,UPI,Manchester
T64475132,U89725,15/02/2025,205.44,McDonalds,Dining Out,Credit Card,Birmingham
T69103392,U91337,01/01/2025,270.66,McDonalds,Entertainment,Debit Card,London
T53818145,U13770,10/07/2025,493.16,Coursera,Rent,Credit Card,Sheffield
T57258314,U65040,14/01/2025,414.82,Asda,Dining Out,Bank Transfer,Birmingham
T95518037,U88334,18/05/2025,34.5,Uber,Utilities,Cash,Glasgow
T82958170,U28087,08/11/2024,499.94,Uber,Utilities,Cash,London
T41667745,U80650,03/01/2025,236.24,Asda,Dining Out,Credit Card,Manchester
T12890723,U53220,12/07/2025,332.28,Amazon,Entertainment,Debit Card,Coventry
T32191016,U35211,10/06/2025,398.72,Coursera,Utilities,Bank Transfer,Birmingham
T38046834,U83258,08/02/2025,195.52,Local Market,Rent,UPI,Manchester
T37028100,U25869,17/03/2025,22.37,Tesco,Rent,UPI,London
T36491330,U84044,14/06/2025,193.71,Uber,Groceries,Credit Card,Birmingham
T82287989,U63068,28/11/2024,313.72,Coursera,Utilities,UPI,London
T83686148,U16395,16/03/2025,361.61,Spotify,Transport,UPI,Leeds
T64435964,U69359,22/02/2025,108.42,Local Market,Healthcare,Bank Transfer,Coventry
T78513132,U81637,05/08/2025,209.71,Amazon,Dining Out,Credit Card,Liverpool
T20007065,U76235,24/09/2025,126.34,Netflix,Transport,Bank Transfer,Coventry
T15147545,U30246,09/12/2024,291.09,Uber,Healthcare,UPI,Liverpool
T89926230,U24202,26/09/2025,219.75,Local Market,Entertainment,Debit Card,Leeds
T32698425,U73257,16/09/2025,201.63,Asda,Groceries,Bank Transfer,Birmingham
T87120800,U35045,09/11/2024,306.06,Coursera,Groceries,Credit Card,Sheffield
T57530888,U83805,10/08/2025,188.23,Uber,Groceries,Debit Card,Liverpool
T68066845,U76035,20/05/2025,106.75,Amazon,Healthcare,Cash,Liverpool
T68913854,U85306,02/04/2025,98.95,Asda,Utilities,Cash,Manchester
T29029036,U65369,30/06/2025,460.53,McDonalds,Utilities,Cash,Glasgow
T12163785,U52870,11/10/2025,6.6,Amazon,Miscellaneous,UPI,Sheffield
T34660623,U85933,01/08/2025,426.17,Netflix,Utilities,Debit Card,Leeds
T38710090,U49418,02/01/2025,88.22,Uber,Entertainment,Credit Card,Sheffield
T81609015,U77175,13/09/2025,496.1,Tesco,Entertainment,Debit Card,Coventry
T50659425,U77676,10/08/2025,311.84,Local Market,Groceries,Debit Card,Birmingham
T90672134,U11094,29/10/2024,486.06,Asda,Rent,Bank Transfer,London
T88871457,U19192,22/04/2025,182.43,Spotify,Entertainment,UPI,Manchester
T84226240,U36171,11/10/2024,29.21,Coursera,Entertainment,UPI,Liverpool
T32978061,U38158,17/02/2025,303.72,Uber,Education,Bank Transfer,London
T38682810,U50732,12/04/2025,448.47,Asda,Groceries,UPI,London
T10494997,U83921,18/01/2025,414.26,Boots,Entertainment,Debit Card,Manchester
T29132738,U26042,15/12/2024,320.58,Spotify,Education,Debit Card,London
T80269394,U93532,07/06/2025,462.69,Asda,Transport,Bank Transfer,Coventry
T71273754,U57296,16/11/2024,223.84,Uber,Transport,UPI,Leeds
T23398922,U57727,23/02/2025,267.78,Netflix,Healthcare,Debit Card,Glasgow
T64311004,U15810,20/02/2025,116.29,Netflix,Groceries,Cash,Manchester
T14362593,U17216,09/06/2025,498.51,Tesco,Miscellaneous,Debit Card,Manchester
T98062413,U52353,11/07/2025,59.58,Coursera,Groceries,UPI,Sheffield
T70608872,U99280,12/05/2025,465.16,McDonalds,Entertainment,Cash,Manchester
T14250696,U61317,10/03/2025,341.81,McDonalds,Groceries,Debit Card,Glasgow
T57804022,U13679,07/10/2025,402.58,Spotify,Entertainment,Credit Card,Liverpool
T45006372,U96446,18/09/2025,391.59,Amazon,Healthcare,Cash,Glasgow
T45345624,U60623,26/03/2025,318.22,Coursera,Dining Out,UPI,Coventry
T32639487,U24591,01/12/2024,400.56,Boots,Entertainment,Bank Transfer,Leeds
T64347327,U37831,10/10/2025,196.24,Spotify,Miscellaneous,Cash,Manchester
T86556820,U28227,24/07/2025,394.36,Local Market,Transport,Bank Transfer,Birmingham
T27372992,U39569,04/03/2025,106.95,Spotify,Groceries,Debit Card,London
T33952002,U93480,01/07/2025,77.77,Tesco,Miscellaneous,Cash,Liverpool
T81662098,U90072,29/07/2025,380,Uber,Utilities,Bank Transfer,Manchester
T50812015,U64995,19/01/2025,428.63,Coursera,Entertainment,Cash,Sheffield
T20882209,U84818,23/06/2025,373.67,Spotify,Groceries,Debit Card,London
T23427773,U49321,17/02/2025,366.19,Asda,Rent,Bank Transfer,Birmingham
T83695465,U55558,30/03/2025,230.35,Tesco,Education,Bank Transfer,Coventry
T40127818,U48479,01/03/2025,465.1,Local Market,Groceries,Bank Transfer,Liverpool
T95034954,U13265,24/03/2025,216.12,Spotify,Dining Out,Debit Card,Sheffield
T58526265,U88486,06/09/2025,406.31,Coursera,Education,Credit Card,Leeds
T86467084,U98650,18/11/2024,66.52,Netflix,Entertainment,Bank Transfer,Birmingham
T22540500,U98700,24/03/2025,368.13,McDonalds,Miscellaneous,Cash,London
T16800260,U59841,26/11/2024,335.23,McDonalds,Utilities,Bank Transfer,Leeds
T89785227,U31286,20/04/2025,284.14,McDonalds,Utilities,UPI,London
T86150975,U79791,04/02/2025,43.67,McDonalds,Transport,Debit Card,Liverpool
T18487192,U58316,11/11/2024,179.13,Uber,Dining Out,Bank Transfer,Liverpool
T94502260,U99093,05/12/2024,86.4,Asda,Dining Out,Debit Card,Sheffield
T44475323,U80710,21/12/2024,337.56,Uber,Healthcare,Debit Card,Birmingham
T31197271,U93340,06/01/2025,452.14,Uber,Education,Debit Card,Leeds
T53990459,U39908,17/09/2025,347.7,Netflix,Rent,Credit Card,Manchester
T39266886,U15712,20/10/2024,25.19,Netflix,Groceries,Cash,Birmingham
T69327098,U49872,01/09/2025,74.01,Local Market,Rent,Credit Card,Sheffield
T69219546,U45692,01/02/2025,179.91,McDonalds,Dining Out,Cash,Manchester
T86989508,U26053,21/07/2025,470.55,Local Market,Transport,UPI,Leeds
T51233734,U12483,29/03/2025,371.51,Amazon,Education,Cash,Coventry
T71380444,U99572,15/01/2025,63.28,Coursera,Dining Out,Cash,Glasgow
T75618274,U44657,30/09/2025,409.82,Uber,Dining Out,UPI,Birmingham
T29721792,U92340,14/06/2025,468.35,Local Market,Utilities,Credit Card,Manchester
T32547057,U56656,13/06/2025,93.85,Amazon,Entertainment,UPI,Coventry
T42728577,U66516,29/06/2025,113.68,Uber,Rent,UPI,Birmingham
T32773542,U28033,24/07/2025,247.77,Uber,Education,UPI,London
T33349655,U79569,21/05/2025,184.58,Spotify,Healthcare,Credit Card,Leeds
T76565593,U86612,22/02/2025,427.74,Netflix,Utilities,Credit Card,Manchester
T33997874,U71068,19/08/2025,229.13,Asda,Education,UPI,Birmingham
T81525895,U98082,31/05/2025,294.71,Tesco,Utilities,UPI,London
T44629972,U74816,29/06/2025,46.6,Amazon,Healthcare,UPI,Liverpool
T70574179,U98859,19/11/2024,213,Boots,Groceries,Cash,Liverpool
T46852179,U53809,15/02/2025,433.78,Coursera,Groceries,Cash,Coventry
T11650981,U12509,18/06/2025,407.27,Netflix,Education,Bank Transfer,Sheffield
T70389593,U97856,18/02/2025,250.21,Boots,Utilities,UPI,Leeds
T83223141,U23110,04/06/2025,266.83,Tesco,Utilities,Cash,Coventry
T14786297,U83798,01/05/2025,452.27,Amazon,Dining Out,Debit Card,Glasgow
T26097795,U18422,17/08/2025,199.4,Netflix,Transport,UPI,Birmingham
T88286103,U75878,03/12/2024,430.76,Spotify,Groceries,Cash,London
T18915862,U29787,21/12/2024,315.42,Asda,Utilities,Cash,Sheffield
T57340122,U22982,13/10/2024,139.58,McDonalds,Utilities,Credit Card,Birmingham
T89061418,U34557,20/06/2025,150.93,Tesco,Transport,Debit Card,Liverpool
T87838258,U30140,21/07/2025,74.65,Netflix,Entertainment,Debit Card,Birmingham
T12351244,U56610,18/05/2025,227.2,Tesco,Miscellaneous,UPI,Manchester
T49200678,U21861,13/02/2025,474.6,Amazon,Entertainment,Bank Transfer,Manchester
T49862002,U36761,23/05/2025,304.07,Tesco,Miscellaneous,UPI,Manchester
T47256445,U75599,22/12/2024,149.4,Amazon,Miscellaneous,Credit Card,Glasgow
T53196843,U74505,25/10/2024,106.21,Asda,Groceries,Bank Transfer,London
T53448431,U94046,15/05/2025,60.62,Netflix,Entertainment,Bank Transfer,Sheffield
T97637288,U65820,10/01/2025,5.35,Amazon,Entertainment,Debit Card,Sheffield
T31733346,U30869,25/04/2025,477.28,Amazon,Healthcare,Bank Transfer,Glasgow
T14730443,U54615,24/04/2025,442.33,Spotify,Utilities,UPI,Leeds
T11009772,U66874,08/09/2025,142.82,Boots,Transport,Cash,Leeds
T30801773,U67549,13/09/2025,308.37,Tesco,Education,Credit Card,Manchester
T29357662,U67057,11/11/2024,299.01,Local Market,Education,Debit Card,Glasgow
T89979967,U87539,29/03/2025,205.18,Coursera,Education,Credit Card,London
T11237908,U59200,28/10/2024,475.35,McDonalds,Dining Out,Credit Card,Liverpool
T10937357,U97746,27/04/2025,453.44,Netflix,Miscellaneous,UPI,Liverpool
T99502762,U58996,21/09/2025,132.86,Coursera,Utilities,Cash,London
T77527293,U22487,12/01/2025,194.65,Asda,Dining Out,UPI,Birmingham
T86056483,U90518,26/12/2024,134.76,Amazon,Transport,Debit Card,Liverpool
T23308308,U71878,11/06/2025,142.73,Coursera,Entertainment,Debit Card,Glasgow
T54187451,U32865,25/12/2024,408.7,Netflix,Utilities,Bank Transfer,Leeds
T19349058,U85588,06/05/2025,335.61,Amazon,Healthcare,Credit Card,Manchester
T94445139,U93321,09/01/2025,5.26,Asda,Healthcare,UPI,Liverpool
T44524285,U84258,14/10/2024,268.53,Tesco,Dining Out,Debit Card,Leeds
T48743345,U24951,09/10/2025,167.44,Local Market,Utilities,Cash,Manchester
T59696374,U52009,21/09/2025,195.76,Spotify,Rent,Debit Card,Birmingham
T36397173,U82677,26/04/2025,233.53,Coursera,Miscellaneous,Bank Transfer,Coventry
T21658953,U10144,19/08/2025,95.91,Coursera,Education,Bank Transfer,Birmingham
T22305855,U35943,22/01/2025,86.12,Netflix,Miscellaneous,Debit Card,Coventry
T13596231,U33501,15/03/2025,19.77,Asda,Groceries,Credit Card,Glasgow
T48879544,U12202,04/02/2025,473.91,Coursera,Dining Out,Bank Transfer,Manchester
T72522340,U31380,25/04/2025,241.19,Uber,Rent,Debit Card,London
T16407617,U85822,11/11/2024,441.09,Coursera,Dining Out,Bank Transfer,Glasgow
T96457249,U88960,19/02/2025,377.2,Boots,Education,Bank Transfer,Birmingham
T76624031,U44846,06/08/2025,373.88,Uber,Dining Out,Cash,Glasgow
T81238383,U75092,28/04/2025,178.93,Netflix,Rent,Bank Transfer,Leeds
T80091126,U45618,06/06/2025,256.2,Coursera,Education,Cash,Manchester
T88253732,U13284,27/02/2025,279.49,Coursera,Healthcare,Credit Card,Liverpool
T13114570,U23129,04/04/2025,24.28,Spotify,Groceries,Bank Transfer,Sheffield
T73005185,U62096,16/11/2024,434.45,Boots,Transport,Debit Card,London
T83998789,U58216,31/10/2024,390.5,Amazon,Groceries,Bank Transfer,Glasgow
T46194028,U82127,26/05/2025,121.53,Netflix,Entertainment,Cash,London
T10032891,U34019,06/06/2025,94.59,Tesco,Dining Out,Credit Card,Leeds
T16725247,U95523,25/10/2024,80.25,Spotify,Transport,Credit Card,Glasgow
T63536308,U89915,28/07/2025,290.93,Tesco,Transport,Cash,Birmingham
T69503571,U69947,11/02/2025,232.69,Boots,Education,UPI,Coventry
T14322909,U81407,29/11/2024,57.96,Boots,Healthcare,Cash,Coventry
T23259366,U13891,18/08/2025,443.06,Local Market,Utilities,Cash,Manchester
T78296729,U13179,17/06/2025,420.26,Coursera,Groceries,Bank Transfer,Glasgow
T78455704,U90012,04/03/2025,428.33,Local Market,Groceries,Debit Card,Glasgow
T87784820,U29477,20/01/2025,74.23,Asda,Miscellaneous,Debit Card,London
T10029542,U80607,09/12/2024,448.26,Local Market,Utilities,Credit Card,Coventry
T92240274,U37119,05/11/2024,473.05,Netflix,Dining Out,UPI,London
T53910352,U36072,13/04/2025,412.99,Amazon,Education,Debit Card,Sheffield
T54387422,U28837,01/09/2025,165.98,Uber,Miscellaneous,Debit Card,Glasgow
T39249584,U98876,07/07/2025,456.67,Spotify,Healthcare,UPI,Manchester
T22264488,U29551,25/08/2025,173.56,Boots,Groceries,Debit Card,London
T89004024,U95503,27/07/2025,338.42,Boots,Education,Bank Transfer,Manchester
T25355307,U25043,22/08/2025,106.75,McDonalds,Utilities,Debit Card,Coventry
T39209757,U93197,21/09/2025,487.85,Local Market,Dining Out,Cash,Manchester
T17634027,U49459,07/04/2025,176.8,Coursera,Rent,Bank Transfer,London
T37610586,U92311,23/09/2025,203.89,Local Market,Entertainment,Credit Card,Manchester
T69902707,U88773,01/01/2025,195,Spotify,Education,Bank Transfer,Sheffield
T12860283,U43978,05/12/2024,227.92,Asda,Dining Out,Bank Transfer,Leeds
T17236519,U72177,02/07/2025,186.6,Asda,Utilities,Credit Card,Sheffield
T60724685,U68164,01/04/2025,220.25,Netflix,Groceries,UPI,Coventry
T52809492,U32976,26/08/2025,179.54,Asda,Entertainment,UPI,Leeds
T40309674,U88449,03/09/2025,259.34,McDonalds,Groceries,Bank Transfer,Sheffield
T40452140,U11541,29/05/2025,409.88,Uber,Healthcare,Cash,Leeds
T78721043,U26743,07/01/2025,457.91,Asda,Education,Bank Transfer,Coventry
T77492231,U70036,16/10/2024,462.34,Boots,Rent,Debit Card,Leeds
T94053659,U40833,17/04/2025,254.2,Netflix,Miscellaneous,Bank Transfer,London
T24832075,U72742,27/07/2025,383.33,Local Market,Transport,Cash,Leeds
T82362577,U18180,01/02/2025,210.31,Asda,Utilities,Debit Card,Leeds
T66649098,U92123,31/12/2024,215.61,Uber,Transport,Cash,Birmingham
T94221093,U97452,22/03/2025,460.02,Spotify,Transport,Credit Card,Sheffield
T13001306,U77639,27/07/2025,80.29,Spotify,Utilities,Credit Card,Sheffield
T98347790,U28713,22/07/2025,320.28,Amazon,Healthcare,Credit Card,Glasgow
T35910718,U36589,25/09/2025,142.7,Uber,Healthcare,Debit Card,Coventry
T34014447,U19192,21/12/2024,139.2,Tesco,Groceries,Credit Card,London
T93547329,U88826,11/04/2025,394.53,Local Market,Transport,Cash,Birmingham
T46572011,U32767,29/05/2025,164.42,Coursera,Dining Out,UPI,Manchester
T76497168,U38197,06/03/2025,249.24,McDonalds,Rent,Credit Card,London
T98261487,U33429,27/08/2025,204.8,Boots,Dining Out,UPI,Coventry
T82542680,U91498,06/03/2025,430.52,Boots,Healthcare,Cash,Leeds
T23393401,U96841,19/04/2025,391.11,Amazon,Healthcare,Debit Card,Manchester
T22763099,U67658,04/12/2024,442,Netflix,Transport,UPI,Glasgow
T49284579,U46372,01/05/2025,450.03,Spotify,Groceries,Debit Card,Leeds
T88608206,U85103,28/02/2025,315.44,Local Market,Utilities,Cash,Liverpool
T20277653,U13459,19/01/2025,100.85,Boots,Healthcare,Bank Transfer,Sheffield
T22860860,U78450,01/06/2025,138.58,Asda,Education,Bank Transfer,Birmingham
T64984993,U11350,26/12/2024,439.35,Amazon,Healthcare,Cash,Leeds
T60083571,U17294,27/09/2025,127.07,Netflix,Groceries,Debit Card,Glasgow
T82177108,U46716,03/09/2025,458.87,Coursera,Healthcare,Cash,London
T23696497,U50090,13/07/2025,142.26,Amazon,Dining Out,UPI,London
T86206883,U28474,14/05/2025,260.9,Netflix,Rent,Credit Card,Liverpool
T96370076,U67010,22/11/2024,139.13,Local Market,Healthcare,Credit Card,Coventry
T60336437,U17226,10/02/2025,384.46,Local Market,Groceries,Cash,Leeds
T80487455,U30834,14/05/2025,13.05,Amazon,Miscellaneous,UPI,Leeds
T15090094,U21059,30/04/2025,159.06,Spotify,Transport,Debit Card,Liverpool
T14452010,U75594,16/04/2025,350.04,Coursera,Miscellaneous,Cash,Leeds
T97517061,U65437,21/02/2025,412.73,Tesco,Utilities,UPI,Glasgow
T56017419,U38271,12/11/2024,140.42,Netflix,Rent,UPI,Liverpool
T38132669,U15690,13/08/2025,89.58,Boots,Entertainment,Debit Card,Liverpool
T82989265,U43296,28/01/2025,120.94,Boots,Healthcare,Credit Card,Coventry
T35833921,U18245,30/08/2025,147.44,Boots,Utilities,Bank Transfer,London
T40169825,U15642,11/05/2025,166.23,Tesco,Rent,Cash,Leeds
T60622391,U25665,24/05/2025,245.29,Amazon,Entertainment,Cash,Leeds
T89710440,U56999,17/09/2025,266.57,Local Market,Dining Out,Cash,Liverpool
T95940422,U78084,27/07/2025,212.89,Coursera,Healthcare,Debit Card,Leeds
T34449712,U47031,20/11/2024,170.58,Local Market,Education,Bank Transfer,Sheffield
T34601436,U59398,05/04/2025,126.92,Local Market,Healthcare,Cash,London
T53842946,U82546,24/09/2025,310.49,Amazon,Utilities,Cash,Leeds
T28868609,U25618,06/11/2024,414.61,McDonalds,Miscellaneous,Credit Card,Sheffield
T45381879,U76637,09/02/2025,127.05,Tesco,Entertainment,UPI,Coventry
T34594579,U31896,15/11/2024,444.98,Uber,Utilities,UPI,Liverpool
T89438039,U34191,09/10/2025,86.3,Spotify,Utilities,UPI,London
T81211966,U84051,01/04/2025,143.72,McDonalds,Groceries,UPI,Sheffield
T76229683,U92103,13/08/2025,476.19,McDonalds,Healthcare,Cash,London
T94987175,U50744,16/10/2024,81.61,Netflix,Transport,Cash,Manchester
T22516596,U91539,07/02/2025,177.6,Uber,Miscellaneous,Bank Transfer,Birmingham
T98731970,U98836,26/06/2025,20.01,Local Market,Transport,Bank Transfer,Glasgow
T87044489,U84112,18/10/2024,276.14,Boots,Utilities,Debit Card,Sheffield
T26617182,U54375,09/11/2024,419.86,Asda,Dining Out,UPI,Glasgow
T55999158,U71376,31/01/2025,392.82,Boots,Dining Out,Bank Transfer,London
T71977401,U67404,07/02/2025,453.34,Spotify,Transport,Bank Transfer,Glasgow
T62505054,U28837,07/10/2025,135.03,McDonalds,Transport,Bank Transfer,Birmingham
T86538591,U60507,07/04/2025,451.81,Amazon,Groceries,UPI,Coventry
T33857415,U80722,14/10/2024,56.96,Local Market,Utilities,Credit Card,Sheffield
T63287409,U42386,26/02/2025,27.14,Local Market,Education,Debit Card,London
T94383020,U46500,24/08/2025,149.35,Spotify,Entertainment,Debit Card,Leeds
T30347944,U84147,10/07/2025,366.84,Uber,Dining Out,Bank Transfer,Sheffield
T37439730,U52857,01/04/2025,17.82,McDonalds,Dining Out,Bank Transfer,Manchester
T38810166,U22103,18/03/2025,316.46,Tesco,Healthcare,Bank Transfer,Glasgow
T32189797,U64267,16/06/2025,168.65,Boots,Entertainment,Bank Transfer,Leeds
T45903077,U26574,18/01/2025,403.23,Boots,Entertainment,Credit Card,Leeds
T58886135,U57986,02/02/2025,374.53,Local Market,Groceries,Cash,Birmingham
T97186034,U30951,01/08/2025,381.88,McDonalds,Rent,Credit Card,Sheffield
T75038811,U58408,03/02/2025,494.11,McDonalds,Healthcare,UPI,Manchester
T78318332,U42883,28/02/2025,368.86,McDonalds,Healthcare,Bank Transfer,Liverpool
T94842216,U25147,27/07/2025,47.22,Coursera,Healthcare,Debit Card,Manchester
T88963544,U20328,30/01/2025,114.53,Asda,Education,Debit Card,Coventry
T93291793,U16424,05/01/2025,332.53,Uber,Transport,Credit Card,Leeds
T17147646,U83054,01/05/2025,264.25,Uber,Education,Credit Card,Manchester
T29894237,U76185,15/04/2025,104.61,Local Market,Rent,Cash,Glasgow
T33379611,U13054,13/02/2025,126.21,Uber,Utilities,UPI,Leeds
T21097492,U41625,16/01/2025,153.08,Coursera,Education,Bank Transfer,Liverpool
T42695040,U95284,29/10/2024,460.47,Spotify,Transport,Debit Card,Glasgow
T34144952,U56758,25/11/2024,89.41,Asda,Education,Cash,Coventry
T99200127,U48860,29/11/2024,183.69,Uber,Education,UPI,Coventry
T58084626,U66059,03/12/2024,288.48,Tesco,Utilities,UPI,Manchester
T90318626,U84616,04/06/2025,474.44,Amazon,Rent,Debit Card,Glasgow
T88011449,U38024,12/01/2025,378.44,Boots,Miscellaneous,Cash,Manchester
T53127746,U91085,10/06/2025,169.79,McDonalds,Dining Out,Cash,Manchester
T97543889,U44695,24/08/2025,479,Tesco,Transport,UPI,Sheffield
T27959763,U59702,24/03/2025,205.17,Uber,Miscellaneous,Debit Card,Glasgow
T50894368,U87526,23/06/2025,434,McDonalds,Dining Out,Cash,Coventry
T75037218,U43431,11/05/2025,250.24,Tesco,Utilities,Debit Card,Manchester
T87273932,U78084,08/04/2025,436.99,McDonalds,Groceries,Cash,London
T93989280,U32707,06/11/2024,118.57,Spotify,Education,Bank Transfer,Glasgow
T22966161,U34239,24/04/2025,26.74,Coursera,Rent,Credit Card,Coventry
T68227676,U69080,14/10/2024,226.07,Coursera,Groceries,Bank Transfer,Liverpool
T61215065,U13474,10/03/2025,59.49,Coursera,Dining Out,Bank Transfer,Leeds
T38022026,U61192,25/06/2025,9.3,Coursera,Miscellaneous,Credit Card,Coventry
T65326191,U69713,27/01/2025,252.89,McDonalds,Groceries,Cash,Coventry
T59533145,U47787,28/12/2024,52.13,Tesco,Transport,Cash,Sheffield
T56185974,U20331,15/09/2025,43.55,Boots,Utilities,UPI,Glasgow
